Index,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
754,78,41,44,74,76,36,56,29,31,75,67,67,74,69,77,69,49,77,66,69,31,74,82,32,33,45,76,79,78,81
755,78,69,26,68,72,24,67,41,29,57,68,80,83,64,77,66,41,66,74,80,26,70,81,51,52,26,69,78,80,77
756,78,65,74,56,72,71,81,76,58,65,83,87,76,87,80,87,78,66,82,72,71,80,54,81,72,61,83,49,54,39
757,78,65,75,47,79,59,78,71,67,78,79,65,68,65,72,65,74,50,75,66,76,61,69,71,78,69,62,67,76,54
758,78,48,81,83,64,75,74,46,34,45,76,58,54,53,75,39,84,74,82,83,75,80,25,80,53,75,68,23,22,27
759,78,78,66,72,75,68,78,72,48,68,77,86,89,66,76,67,81,80,79,79,77,71,73,73,72,58,72,72,71,72
761,78,62,70,41,81,75,78,76,64,79,80,69,55,79,75,90,74,73,71,55,79,51,72,74,77,65,77,75,84,70
762,78,42,81,84,70,67,64,40,37,48,76,53,69,64,79,44,80,79,84,86,62,73,34,82,62,73,78,37,23,26
763,78,66,80,77,69,67,71,69,74,64,76,73,71,69,77,67,84,63,82,89,76,67,43,77,70,74,71,31,33,34
764,78,46,36,55,73,41,71,45,37,73,73,78,75,78,76,78,80,78,90,80,54,86,78,55,68,38,71,80,80,78
765,78,60,61,57,80,46,76,55,46,78,79,72,73,70,78,70,80,61,88,71,65,83,82,66,74,58,77,41,83,79
766,78,79,53,68,78,21,80,71,34,63,81,87,86,82,64,84,57,61,74,65,52,65,69,67,64,37,62,76,81,80
767,78,43,51,86,73,41,60,38,30,52,53,45,62,53,72,34,70,70,79,87,50,80,73,48,54,53,80,79,79,75
769,78,35,26,75,71,34,64,47,71,59,69,70,68,64,74,57,73,80,64,84,57,82,75,52,51,41,72,78,79,73
770,78,60,29,77,72,22,44,51,48,54,68,76,75,76,79,72,67,79,77,70,27,81,80,49,39,41,64,72,80,81
771,78,40,80,80,68,72,76,69,60,55,76,79,78,76,76,74,79,84,74,72,66,70,24,80,60,71,76,51,29,26
772,78,72,73,67,76,66,86,82,76,68,79,80,82,87,73,75,76,67,81,70,74,73,31,71,76,54,73,68,37,32
773,78,36,30,74,70,31,55,35,28,65,62,73,77,62,72,76,49,71,65,82,41,75,79,31,28,50,67,80,80,77
774,78,63,59,41,84,43,77,68,55,76,82,70,63,78,74,84,62,82,86,52,65,57,72,65,76,56,74,65,74,65
775,78,76,73,57,78,78,76,84,74,78,81,52,53,67,75,76,88,65,73,69,86,70,71,74,81,76,81,66,72,69
776,78,79,34,68,75,40,77,68,34,61,76,77,75,77,77,74,71,72,86,64,65,74,74,69,52,41,73,76,76,77
777,78,74,42,74,73,36,68,52,34,63,70,74,79,66,74,73,60,77,77,76,41,80,75,60,58,46,73,77,81,86
778,78,77,56,61,71,52,74,55,58,56,76,82,86,75,73,86,81,77,92,80,62,86,71,76,72,54,69,68,75,82
780,78,30,28,78,68,46,54,26,26,60,63,70,65,64,81,58,45,83,67,78,35,75,79,26,46,54,75,80,80,77
781,78,45,22,79,59,28,49,29,23,59,61,62,68,49,71,58,39,67,67,86,29,78,80,29,31,26,70,79,80,79
782,78,44,81,78,64,76,72,48,62,38,76,68,75,64,74,58,86,79,66,91,64,60,20,78,46,68,76,52,24,22
783,78,74,74,43,78,75,85,79,63,69,83,76,79,82,70,61,76,32,75,74,71,48,36,74,75,57,73,39,37,26
784,78,75,73,65,73,71,82,81,78,71,77,90,90,83,69,68,71,57,80,58,76,44,33,75,74,60,71,51,41,55
785,78,44,45,82,66,50,36,32,26,57,62,52,50,36,76,52,55,85,84,80,54,74,80,35,33,51,58,78,79,78
786,78,59,30,59,78,22,66,31,31,65,69,76,71,75,77,73,53,78,93,77,39,84,80,60,65,32,76,85,81,73
787,78,79,62,55,78,43,78,74,68,70,79,89,90,74,70,61,80,73,70,70,61,75,72,69,65,67,69,67,78,79
789,78,67,64,42,81,48,84,50,40,63,84,80,77,76,75,75,67,47,74,70,54,46,24,75,80,59,72,30,26,23
790,78,78,60,43,78,49,77,61,60,74,78,86,90,85,72,77,74,65,93,60,66,72,64,68,68,49,76,64,64,68
791,78,65,62,51,80,67,82,69,62,76,81,66,64,75,76,71,83,53,75,72,79,74,77,68,80,81,79,65,71,60
792,78,54,50,83,76,48,65,43,35,67,70,74,79,63,73,62,63,64,70,79,55,74,79,52,71,39,69,78,79,76
793,78,72,55,68,82,68,81,72,68,77,82,76,77,71,73,74,83,46,75,73,78,70,72,68,74,68,70,70,73,66
794,78,75,66,78,78,71,68,72,71,78,73,61,68,57,73,53,86,66,89,87,76,73,78,71,76,44,74,76,78,76
795,78,82,65,56,78,59,79,79,51,67,80,75,74,82,76,83,63,73,87,59,64,68,69,75,75,78,82,66,76,75
796,78,78,76,51,70,65,86,74,75,65,80,81,81,82,73,84,82,82,80,64,72,52,51,73,75,66,74,35,55,48
797,78,91,40,59,77,43,73,80,74,72,78,78,85,77,79,74,75,66,85,66,46,72,69,62,70,41,71,69,74,75
798,78,64,54,73,78,68,75,68,38,75,77,68,68,64,72,62,76,64,85,71,73,74,80,68,73,40,74,77,78,76
799,78,60,65,58,82,43,75,52,62,80,79,68,67,71,75,70,62,66,81,68,64,75,77,64,74,45,69,60,77,76
800,78,74,74,62,75,78,80,70,73,75,85,79,79,87,73,73,83,66,70,65,79,85,26,77,71,74,74,45,30,30
801,78,79,57,78,76,55,69,77,74,62,74,66,69,65,76,59,79,83,79,78,67,73,74,61,54,67,70,80,79,74
802,78,75,66,42,78,65,83,80,77,77,83,73,71,90,72,91,83,55,44,38,73,43,35,63,85,71,75,52,30,22
804,78,73,70,52,81,60,83,77,64,78,82,72,65,78,78,78,65,62,71,38,69,58,67,76,80,64,82,66,66,62
805,78,50,53,56,82,54,75,61,68,83,80,65,64,76,73,68,74,73,79,75,69,70,75,62,74,68,74,77,76,71
806,78,74,33,71,71,41,64,67,55,64,69,78,78,71,76,69,72,75,90,74,58,79,74,74,60,36,68,77,77,80
807,78,78,74,56,80,72,81,80,80,77,81,78,74,78,74,78,73,62,75,68,77,69,68,71,78,70,74,67,65,63
808,78,77,71,23,79,67,81,74,65,74,80,79,76,83,76,71,72,61,68,59,70,41,36,76,78,60,70,30,22,22
809,78,68,68,70,83,67,78,65,64,78,81,63,58,64,74,54,74,58,69,70,74,64,66,76,76,58,70,70,69,66
811,78,65,75,64,77,75,85,80,74,69,87,85,90,88,75,71,76,78,75,64,66,60,45,79,74,69,73,38,40,37
812,78,69,72,84,74,68,75,71,43,48,71,79,79,75,79,55,73,83,87,78,58,84,48,80,65,59,68,55,59,33
813,78,75,80,64,76,76,83,81,69,68,78,92,76,93,70,87,77,89,73,60,81,47,18,75,71,75,84,40,31,18
814,78,70,77,54,79,85,78,77,75,78,79,66,64,71,78,67,87,52,77,67,87,66,75,75,74,57,76,75,71,66
815,78,78,33,68,74,41,74,75,39,68,75,75,79,79,72,77,67,77,87,68,51,74,76,64,60,49,72,79,78,78
816,78,71,75,75,77,77,80,70,59,63,80,75,78,77,82,68,74,70,74,71,74,38,28,83,74,65,75,36,24,19
817,78,46,56,73,68,70,59,46,25,70,66,66,67,57,74,72,82,73,66,72,72,76,79,36,46,51,69,83,82,78
818,78,33,81,93,64,80,66,49,28,36,74,66,63,65,76,59,80,86,66,84,56,60,24,80,52,64,73,49,21,17
820,78,78,58,58,80,67,80,76,68,76,82,78,75,78,76,78,77,66,75,68,74,65,73,75,77,68,77,52,70,70
821,78,63,81,80,67,71,70,69,69,48,74,65,65,66,77,52,79,69,73,83,72,67,24,82,61,77,72,47,30,17
822,78,77,72,49,80,62,76,81,77,81,79,67,61,74,74,71,74,37,66,67,78,70,76,69,79,72,63,70,77,78
823,78,69,76,81,71,77,74,71,45,67,74,69,76,73,76,49,79,68,76,78,68,80,51,83,71,90,74,46,36,28
824,78,59,80,81,71,77,75,72,41,63,75,56,61,59,80,55,79,77,92,84,75,75,62,82,63,73,81,62,59,51
825,78,55,82,75,61,71,71,68,75,54,76,67,66,68,71,68,82,75,75,88,73,86,25,84,71,77,77,20,24,15
826,78,74,51,67,74,43,74,31,54,73,76,84,86,78,76,77,56,82,90,69,50,79,75,70,64,56,76,74,76,77
828,78,65,66,39,82,62,81,75,74,73,83,62,57,76,76,82,66,60,75,50,71,52,62,74,82,64,81,46,52,40
829,78,75,59,33,77,71,77,73,75,79,77,79,75,77,78,87,80,77,82,69,76,80,74,72,77,55,75,67,74,70
830,78,46,23,79,65,33,50,29,16,57,65,60,63,67,75,51,40,85,70,84,27,83,76,23,40,19,71,80,77,76
831,78,67,27,74,72,40,67,63,44,65,72,72,74,71,70,62,67,91,71,79,52,75,76,49,49,42,73,77,80,79
832,78,78,73,70,73,74,85,78,55,60,82,86,86,80,74,76,76,73,67,72,75,53,34,74,73,68,73,19,32,25
833,78,51,22,73,69,31,48,47,45,57,67,72,73,68,76,72,48,92,78,74,26,89,79,45,39,36,67,76,78,81
834,78,70,79,68,67,75,83,67,69,60,82,88,87,82,75,72,79,42,59,58,78,53,37,81,75,69,75,50,15,18
835,78,60,63,62,81,45,70,82,84,82,76,70,76,74,73,81,76,80,80,69,76,80,80,47,75,61,70,69,78,77
836,78,76,68,41,81,65,78,78,69,75,81,70,65,82,74,88,76,77,94,48,76,56,69,72,77,76,79,72,66,59
837,78,74,64,58,80,64,83,80,70,74,85,69,75,72,68,71,72,64,68,69,66,52,30,78,80,68,76,61,34,30
838,78,25,25,73,66,22,62,48,52,64,63,66,63,55,71,53,67,74,75,79,34,81,80,25,32,35,70,80,82,78
839,78,49,25,74,68,30,42,45,33,64,68,60,65,56,77,57,52,74,68,78,24,76,81,27,51,55,73,81,81,78
840,78,74,73,67,77,73,82,77,78,68,80,74,78,65,75,54,81,71,75,83,75,59,43,77,75,76,79,41,48,44
841,78,75,40,73,77,48,63,75,82,65,76,55,70,60,75,68,81,81,74,78,68,84,77,57,57,47,65,72,80,79
842,78,32,37,76,71,24,60,23,39,74,68,38,50,47,79,42,72,72,64,82,21,80,78,30,45,36,72,80,76,78
843,78,54,66,53,79,69,80,75,69,78,79,69,67,70,80,44,75,69,68,80,73,85,75,76,80,62,68,55,67,70
844,78,67,76,75,75,79,76,68,80,53,77,65,65,64,78,60,84,70,64,82,80,75,34,79,65,81,78,55,30,26
845,78,45,35,74,80,37,56,49,46,77,75,46,44,52,76,50,45,69,68,78,47,70,81,52,56,41,68,80,81,78
846,78,37,25,67,80,35,59,49,53,71,72,53,48,54,72,59,60,65,75,82,43,88,80,48,65,54,72,77,79,74
847,78,74,78,68,75,78,79,82,77,70,80,76,78,70,80,73,82,63,70,69,79,67,38,79,81,79,75,25,24,26
848,78,76,70,57,80,65,73,75,76,81,81,57,66,76,78,79,73,54,66,70,74,71,72,68,80,84,84,70,72,64
850,78,51,50,75,75,42,62,47,41,70,73,42,52,55,72,57,75,76,73,83,66,81,81,46,46,43,77,80,76,73
851,78,59,42,75,79,40,65,52,62,80,77,61,68,59,74,52,81,74,75,83,69,80,76,52,68,78,80,72,77,71
852,78,81,65,42,79,70,78,81,77,76,81,71,68,78,79,78,71,65,87,61,76,66,42,75,78,76,78,44,49,37
853,78,77,62,50,83,72,78,83,77,78,80,71,72,88,73,79,80,72,76,62,76,75,66,74,80,78,82,60,65,64
854,78,72,77,54,78,74,79,74,68,65,77,73,70,76,74,74,83,56,73,74,70,77,34,78,78,74,80,35,51,50
855,78,44,24,88,54,44,40,40,43,50,52,60,59,53,69,60,68,91,61,90,58,92,64,35,44,46,60,77,81,80
856,78,71,78,66,74,69,82,67,73,66,81,85,84,83,75,70,74,66,71,59,78,59,51,76,74,75,78,31,40,35
857,78,77,62,74,75,62,74,74,61,73,75,74,73,74,78,73,74,81,74,72,68,79,76,63,64,66,75,78,78,78
858,78,76,69,70,76,64,82,75,61,70,81,79,77,76,76,82,74,66,85,69,69,62,73,76,72,75,75,74,74,71
859,78,83,68,58,77,82,80,88,82,78,80,76,69,86,76,91,78,68,92,65,78,76,75,70,77,70,78,68,66,63
860,78,78,73,59,81,58,77,80,76,80,80,55,50,68,77,67,77,53,55,68,77,72,74,71,78,73,71,58,76,62
861,78,63,39,69,81,50,65,47,49,71,74,68,71,65,74,64,73,80,88,78,39,84,77,62,64,59,75,79,80,75
862,78,80,65,63,78,63,81,78,51,75,79,77,75,76,79,76,69,79,83,66,67,81,76,76,76,54,82,68,77,81
864,78,60,45,79,73,51,63,42,48,72,73,33,38,51,70,60,55,79,54,76,58,76,79,50,67,64,70,83,77,76
865,78,74,58,75,78,69,64,80,79,76,75,59,65,62,74,57,85,67,91,88,82,83,74,67,71,74,71,72,76,73
866,78,68,76,76,72,73,72,57,56,70,76,66,72,67,76,64,84,70,74,91,74,78,47,80,73,78,71,48,36,50
867,78,80,75,49,79,72,80,75,67,75,83,74,77,80,70,81,73,70,77,58,74,39,42,70,80,70,80,50,45,52
868,78,79,77,47,80,69,80,80,78,78,79,71,67,80,79,70,76,65,60,57,75,46,40,78,79,66,68,30,26,27
869,78,73,70,58,79,70,82,75,78,74,80,83,77,91,72,80,73,41,73,50,73,47,56,69,74,72,72,31,34,32
870,78,44,28,76,66,30,58,41,70,68,66,66,68,63,78,66,75,76,53,69,62,78,82,40,50,64,74,77,82,80
872,78,79,57,60,82,76,74,84,85,78,79,64,59,72,70,75,85,61,71,72,77,54,70,56,86,75,78,72,62,62
873,78,75,65,72,80,72,82,88,86,80,84,76,76,75,72,77,84,83,68,69,80,48,44,74,81,76,80,59,48,48
874,78,61,79,86,71,74,71,64,60,55,77,66,65,50,75,32,78,63,77,93,68,75,30,78,73,77,70,21,15,19
875,78,83,57,74,76,50,73,69,71,69,77,74,76,71,74,73,82,73,79,73,72,89,71,62,64,57,72,75,80,77
876,78,47,59,86,82,59,66,55,44,77,77,62,62,62,73,53,82,91,76,79,54,86,78,62,63,61,80,70,77,75
878,78,69,37,76,67,65,60,68,41,65,66,76,78,79,73,74,70,91,69,72,59,78,80,50,58,50,76,80,78,77
879,78,61,48,76,74,47,58,39,54,75,64,47,54,60,71,68,66,92,59,77,50,85,76,57,62,62,79,79,77,78
880,78,68,58,75,80,60,75,75,58,79,79,57,54,63,78,71,74,75,92,77,59,80,79,68,76,60,80,80,79,76
881,78,45,29,78,70,28,50,33,31,60,59,41,49,47,76,50,40,76,65,79,29,80,78,38,54,43,74,81,80,79
883,78,75,72,63,73,70,80,69,43,67,78,91,90,88,76,76,69,62,78,55,64,51,39,78,74,63,68,35,29,15
884,78,73,67,67,84,59,74,69,73,85,76,63,63,62,72,65,85,64,76,71,81,84,63,70,83,71,78,60,65,61
885,78,75,69,43,83,85,78,74,73,78,80,69,68,70,68,73,82,71,66,72,78,63,46,73,85,61,83,59,56,58
886,78,79,71,70,81,74,67,75,79,77,72,67,60,64,78,67,79,68,92,75,74,79,76,79,77,81,76,76,74,70
887,78,79,74,63,74,85,80,71,68,63,78,90,90,75,77,79,80,74,74,77,75,53,23,71,75,67,76,35,39,32
888,78,81,59,63,79,53,81,84,69,77,82,77,73,77,79,76,87,75,74,67,87,75,78,77,69,59,81,78,79,78
889,78,41,31,80,70,33,54,31,30,61,67,55,53,55,77,65,48,75,68,78,23,79,78,21,45,35,70,77,78,77
890,78,75,77,66,76,88,78,80,75,67,78,76,75,67,76,70,92,71,70,83,80,70,36,75,79,83,79,54,39,39
891,78,78,57,63,77,51,80,77,45,76,79,75,76,79,79,66,60,70,78,67,66,78,75,65,73,52,81,71,79,80
892,78,65,60,70,77,42,62,52,54,74,75,46,61,66,77,67,74,79,81,78,56,90,79,61,66,71,74,75,81,75
893,78,78,74,53,72,75,79,78,79,68,79,87,90,93,77,89,83,61,74,60,82,73,33,75,74,73,77,53,55,34
894,77,89,61,57,84,51,73,88,83,82,82,66,57,75,74,77,74,66,78,57,70,67,65,65,82,80,79,62,65,62
895,77,68,76,77,72,76,74,73,52,69,71,75,76,69,76,64,78,90,79,77,69,72,39,78,68,72,75,54,32,42
896,77,75,79,66,69,70,77,71,71,60,75,91,93,83,76,70,75,71,80,65,64,51,32,77,65,79,77,34,20,19
897,77,73,72,73,72,68,79,72,73,62,83,72,75,74,74,56,81,70,67,75,76,57,30,75,77,70,76,36,40,36
898,77,77,66,47,80,66,77,79,73,77,78,70,65,80,77,78,75,73,71,65,73,64,76,73,78,58,81,74,65,68
899,77,76,33,73,76,21,71,62,54,61,75,76,69,68,77,67,55,61,77,60,28,60,78,60,59,43,70,78,78,76
900,77,76,70,60,76,66,79,72,57,69,76,78,79,73,75,72,69,69,76,60,58,71,65,74,73,53,70,62,75,73
901,77,33,48,79,66,50,61,37,32,58,62,64,66,64,73,55,67,87,55,79,44,79,79,38,41,48,75,76,76,75
902,77,82,62,54,78,62,78,69,71,70,77,80,80,76,72,76,71,76,71,58,71,45,32,75,76,68,68,41,30,25
903,77,72,73,80,73,59,74,68,49,64,74,77,87,73,76,66,85,91,86,81,72,73,49,76,73,61,64,37,24,22
904,77,68,68,75,76,61,81,74,73,73,82,67,51,65,76,67,77,81,73,79,78,73,71,70,77,66,69,72,76,72
905,77,45,54,76,71,59,51,67,77,72,70,34,35,52,69,50,76,76,67,90,65,84,77,52,50,65,66,75,78,73
906,77,43,48,77,72,43,60,32,39,70,65,63,67,65,72,65,64,79,80,84,52,72,74,32,50,64,77,74,79,77
907,77,75,70,67,77,68,77,74,69,76,80,75,72,75,77,83,80,76,85,75,77,84,75,70,74,53,80,66,72,68
908,77,77,71,65,78,70,77,75,79,77,80,71,68,82,74,90,71,37,69,40,73,52,45,72,77,72,71,35,44,43
909,77,74,78,78,73,76,73,77,74,64,75,75,77,91,78,71,77,80,80,61,76,65,44,80,79,76,77,45,21,18
910,77,66,83,84,75,75,68,66,54,62,72,45,51,68,78,59,77,70,67,89,69,63,34,82,69,80,77,32,53,35
911,77,77,76,70,76,72,82,80,64,72,78,68,69,66,78,73,77,54,54,72,74,61,29,81,77,80,80,40,30,28
912,77,65,75,74,74,75,83,74,44,70,80,76,78,76,74,66,77,67,76,76,64,55,40,77,70,68,75,31,36,20
913,77,65,38,74,76,46,63,65,55,68,65,68,70,65,75,67,71,81,67,81,59,82,74,59,58,38,60,79,74,72
914,77,59,54,73,76,54,70,52,45,83,75,72,69,73,74,74,72,78,85,73,57,80,78,69,66,54,77,75,73,75
915,77,70,71,60,69,54,81,75,34,63,78,92,90,91,71,84,80,67,74,59,77,27,37,75,71,58,72,48,21,30
916,77,50,63,46,79,31,70,40,49,75,77,68,65,57,77,48,47,59,78,73,72,54,79,69,76,41,76,72,75,67
917,77,79,72,73,79,74,75,79,82,80,81,55,58,62,71,74,83,54,66,73,80,63,62,78,80,78,78,60,59,49
918,77,51,30,69,74,35,59,44,45,79,58,51,55,48,77,44,79,70,73,78,62,83,80,55,66,47,73,81,79,77
919,77,70,69,68,82,78,76,64,70,78,78,59,62,52,68,51,82,74,75,83,76,75,65,69,81,72,75,60,70,69
921,77,74,50,67,73,33,78,60,34,57,76,86,88,85,71,75,67,86,89,81,54,72,72,71,54,55,70,66,75,76
922,77,74,69,30,78,69,77,78,79,72,82,77,74,85,68,78,83,54,67,40,73,56,45,69,81,74,76,37,40,34
923,77,60,54,60,79,62,73,68,50,79,76,65,63,74,79,70,74,67,81,73,66,83,75,64,74,69,83,68,77,73
924,77,70,72,35,72,70,84,80,71,69,81,90,80,89,75,80,77,87,69,54,74,47,39,74,69,65,84,26,38,30
925,77,70,79,66,72,72,77,78,77,64,79,67,70,70,74,56,82,74,63,71,77,57,18,79,72,72,71,21,24,20
927,77,80,72,38,75,75,77,74,66,72,76,75,73,71,75,84,76,70,76,59,77,73,49,76,76,72,72,56,57,54
928,77,69,77,74,71,74,77,66,71,61,77,78,78,74,74,76,80,77,80,75,73,52,39,78,71,71,78,19,22,21
929,77,59,54,60,77,53,62,64,62,71,70,53,42,64,77,61,72,70,69,77,64,82,82,58,70,60,86,80,79,78
930,77,71,70,62,76,68,76,76,74,77,77,73,77,76,69,69,77,58,83,61,75,64,51,77,78,75,74,57,55,45
931,77,79,60,64,74,59,73,74,49,66,76,78,80,75,76,76,76,82,78,70,68,72,73,69,70,65,67,72,75,77
932,77,79,69,69,81,70,75,84,87,77,78,69,73,71,74,65,88,68,78,69,84,72,62,69,78,66,75,54,66,58
933,77,69,75,78,75,76,78,61,62,64,78,76,83,76,78,62,78,80,74,75,69,75,32,79,71,70,76,47,38,33
934,77,32,37,79,71,32,42,40,31,63,53,64,72,51,70,41,50,70,79,80,30,76,75,32,51,47,72,79,82,78
935,77,21,23,81,73,23,34,49,31,68,68,32,35,31,79,32,66,65,71,88,22,81,78,36,35,42,69,61,81,80
936,77,74,71,56,72,72,77,74,61,68,75,89,90,91,77,87,76,65,86,60,70,70,44,74,70,61,66,42,40,44
938,77,67,57,50,79,57,78,66,65,80,80,74,68,75,74,84,64,68,78,63,62,79,69,68,75,61,74,64,71,69
939,77,67,61,58,78,39,72,65,72,76,79,69,69,72,80,74,69,60,74,78,65,92,72,69,80,59,74,70,75,72
940,77,76,54,77,77,71,71,81,77,67,72,81,82,67,72,66,84,72,89,82,77,94,67,57,56,77,77,74,77,75
941,77,61,83,66,79,75,80,84,83,69,78,67,53,79,78,70,75,73,70,69,75,58,45,80,77,78,77,25,22,24
942,77,78,71,74,77,66,78,52,55,56,79,81,88,83,75,87,72,74,77,64,66,61,72,78,63,64,72,61,78,79
943,77,47,60,81,78,75,66,31,44,77,75,33,38,41,80,52,71,77,76,79,73,76,80,71,76,51,70,77,79,74
944,77,84,72,53,80,65,75,82,77,81,77,63,65,66,76,73,74,70,93,71,74,66,67,76,84,65,78,57,62,61
945,77,84,63,74,78,63,75,81,81,74,80,66,59,69,79,83,84,67,64,55,71,74,77,73,73,90,84,76,78,77
946,77,51,25,77,68,30,61,51,36,67,59,59,64,57,70,54,68,74,64,80,46,72,80,33,50,39,69,76,81,80
947,77,66,20,74,58,17,60,48,36,56,55,76,78,68,72,58,62,88,75,82,35,88,77,38,34,37,72,77,79,76
948,77,56,73,84,70,75,71,70,46,58,75,72,67,72,73,58,81,77,75,85,72,75,47,76,70,70,73,12,47,33
949,77,65,30,79,72,30,69,45,29,55,71,73,77,66,74,54,42,73,78,77,31,69,79,53,59,37,65,75,79,76
950,77,63,74,80,75,78,80,69,62,66,78,76,74,74,72,79,76,82,80,76,73,72,43,79,79,78,74,53,50,62
951,77,71,62,60,86,55,76,71,67,71,78,67,69,77,72,78,73,48,71,63,69,57,46,62,86,76,73,29,39,21
952,77,60,77,91,66,74,67,53,42,57,74,43,50,57,77,47,83,83,50,92,76,88,45,78,65,73,76,26,46,43
953,77,42,33,80,72,40,49,52,43,77,48,57,59,69,78,61,42,79,72,72,37,76,78,44,46,47,72,80,77,78
955,77,70,80,73,73,74,77,67,63,69,81,63,59,72,75,74,78,80,67,75,76,80,25,81,76,72,82,21,26,20
957,77,75,76,66,73,77,78,82,71,63,78,78,81,73,77,68,83,64,68,68,80,59,24,79,73,77,80,25,33,23
958,77,30,22,78,74,33,55,34,33,62,69,69,68,67,76,74,48,81,67,72,27,75,79,25,38,51,63,76,78,77
959,77,66,57,57,80,39,68,69,56,77,76,58,60,65,75,62,76,69,92,68,67,73,76,63,70,62,77,76,74,72
960,77,62,55,61,73,48,69,57,50,74,70,57,53,68,80,62,73,81,79,78,61,87,81,62,71,72,77,75,75,73
962,77,45,79,80,64,62,70,52,43,55,75,74,72,54,74,51,73,74,75,86,68,69,31,80,55,66,80,28,33,29
963,77,71,72,62,72,72,83,64,46,62,79,79,83,76,74,75,84,87,78,66,79,68,42,72,75,58,75,42,37,40
964,77,56,76,83,66,71,74,57,35,58,75,71,72,72,77,79,78,83,74,71,69,65,37,79,67,62,74,55,39,32
965,77,74,66,60,79,67,76,87,61,73,78,83,77,81,78,74,71,64,73,64,72,48,45,67,80,67,71,30,32,22
966,77,75,75,56,71,80,83,65,61,66,75,84,78,85,74,83,71,78,73,57,63,71,48,75,69,73,77,36,49,37
967,77,75,75,75,75,75,74,69,65,70,76,78,79,77,82,58,77,76,85,78,72,83,67,73,73,70,74,63,52,48
968,77,68,77,76,72,73,75,69,29,66,75,75,77,75,76,64,74,81,76,72,72,41,44,78,69,77,75,47,28,21
969,77,65,80,79,77,84,72,73,56,47,76,41,44,60,83,59,81,71,51,77,66,83,30,82,71,83,79,59,29,22
970,77,48,75,84,68,75,70,53,52,40,71,69,68,66,73,46,85,71,72,85,68,72,33,77,53,65,76,36,23,13
971,77,74,57,70,80,56,66,68,69,78,78,58,61,72,77,77,71,78,68,59,67,83,78,65,79,61,78,66,80,80
972,77,77,59,68,76,59,62,63,70,66,69,77,80,79,72,73,80,79,83,73,70,80,75,59,52,67,65,68,77,80
973,77,63,80,79,68,81,62,72,66,44,69,50,57,58,79,62,80,77,53,78,73,69,27,84,66,62,81,32,33,23
974,77,81,51,55,79,76,76,68,56,77,78,71,68,69,70,72,72,59,74,65,69,60,75,69,64,46,70,78,80,82
975,77,34,34,78,58,29,44,28,31,58,57,47,47,32,73,32,41,30,64,88,38,79,77,21,47,38,59,80,80,79
976,77,76,46,63,73,36,79,65,72,72,77,78,80,67,77,70,67,70,79,72,51,79,76,76,68,78,66,73,73,73
978,77,72,62,64,80,69,79,70,64,76,79,69,73,77,74,75,78,65,77,67,76,69,70,76,76,56,72,74,68,68
979,77,78,66,58,78,74,81,76,72,70,80,80,67,85,76,93,68,53,69,54,80,66,66,80,76,69,78,56,62,66
980,77,77,66,43,80,68,82,82,70,75,80,85,82,85,73,88,74,57,70,40,68,58,69,71,80,60,77,51,64,50
981,77,51,80,76,64,72,69,52,48,52,76,68,67,67,73,82,83,72,68,89,57,76,19,81,51,75,72,35,23,22
982,77,58,57,73,74,67,63,70,69,72,76,50,54,64,75,68,82,79,76,88,71,89,79,59,65,61,73,71,79,75
983,77,68,72,56,80,35,69,41,43,76,72,62,63,67,75,77,80,59,80,73,81,92,78,58,82,51,75,69,73,69
984,77,77,55,74,75,57,72,66,43,73,73,74,79,54,74,52,76,69,79,82,60,83,68,71,55,50,71,74,79,79
985,77,52,38,78,72,34,56,48,34,73,70,45,51,58,75,54,67,74,55,74,56,77,77,38,60,44,70,78,80,77
986,77,65,64,53,82,62,78,64,53,71,79,71,75,77,74,67,65,58,74,64,65,43,36,72,80,57,70,22,28,29
987,77,49,25,77,69,36,42,28,31,62,69,57,68,60,64,61,28,73,65,78,41,82,78,39,40,43,73,77,79,77
989,77,65,45,58,78,60,76,55,52,76,77,76,69,75,76,81,77,91,87,77,72,82,80,66,72,46,74,72,82,78
990,77,77,57,62,75,57,75,70,50,70,75,70,69,70,74,83,76,75,74,63,60,86,78,70,65,65,76,76,79,82
991,77,62,75,68,79,72,71,68,69,78,77,56,58,64,77,59,80,65,75,76,79,68,77,76,73,75,81,74,76,74
992,77,56,83,84,71,80,66,54,66,44,81,47,39,67,84,67,76,72,57,73,73,75,33,84,73,84,82,50,24,29
993,77,58,67,62,78,47,65,60,71,76,69,64,32,60,75,67,61,69,68,81,68,79,82,64,75,59,63,70,79,76
994,77,51,77,78,70,70,76,68,38,45,75,76,73,77,70,82,80,77,73,75,72,72,40,83,72,83,74,31,33,25
995,77,78,70,53,79,63,75,75,78,75,77,73,70,70,78,69,77,71,77,65,76,72,71,74,76,76,76,38,68,63
996,77,77,72,65,78,73,78,78,56,77,79,75,75,79,73,72,77,66,65,69,77,74,69,74,78,62,75,67,69,67
997,77,67,64,51,82,57,78,60,61,75,79,78,81,80,73,76,76,60,79,59,74,70,74,71,70,63,64,71,77,76
